coicop,geo,year,weight
CP11,EA,2025,112.96
CP11,EA,2026,115.82
CP12,EA,1996,11.58
CP12,EA,1997,11.0
CP12,EA,1998,11.13
CP12,EA,1999,12.66
CP12,EA,2000,19.46
CP12,EA,2001,21.08
CP12,EA,2002,22.34
CP12,EA,2003,23.37
CP12,EA,2004,24.32
CP12,EA,2005,24.3
CP12,EA,2006,24.67
CP12,EA,2007,25.39
CP12,EA,2008,25.74
CP12,EA,2009,25.83
CP12,EA,2010,26.37
CP12,EA,2011,26.11
CP12,EA,2012,25.54
CP12,EA,2013,24.32
CP12,EA,2014,24.96
CP12,EA,2015,25.79
CP12,EA,2016,27.89
CP12,EA,2017,27.71
CP12,EA,2018,26.99
CP12,EA,2019,27.86
CP12,EA,2020,28.38
CP12,EA,2021,31.06
CP12,EA,2022,29.91
CP12,EA,2023,29.79
CP12,EA,2024,30.14
CP12,EA,2025,31.34
CP12,EA,2026,30.42
CP13,EA,1996,52.05
CP13,EA,1997,52.0
CP13,EA,1998,51.68
CP13,EA,1999,49.74
CP13,EA,2000,47.55
CP13,EA,2001,49.71
CP13,EA,2002,51.58
CP13,EA,2003,53.96
CP13,EA,2004,54.24
CP13,EA,2005,54.21
CP13,EA,2006,54.06
CP13,EA,2007,53.76
CP13,EA,2008,54.34
CP13,EA,2009,55.67
CP13,EA,2010,57.03
CP13,EA,2011,55.96
CP13,EA,2012,57.93
CP13,EA,2013,58.03
CP13,EA,2014,58.42
CP13,EA,2015,58.64
CP13,EA,2016,60.86
CP13,EA,2017,62.21
CP13,EA,2018,61.96
CP13,EA,2019,62.09
CP13,EA,2020,62.69
CP13,EA,2021,63.45
CP13,EA,2022,61.88
CP13,EA,2023,62.52
CP13,EA,2024,63.37
CP13,EA,2025,64.48
CP13,EA,2026,64.89
FOOD,EA,1996,229.63
FOOD,EA,1997,228.69
FOOD,EA,1998,227.99
FOOD,EA,1999,224.08
FOOD,EA,2000,199.95
FOOD,EA,2001,195.56
FOOD,EA,2002,196.44
FOOD,EA,2003,192.91
FOOD,EA,2004,195.26
FOOD,EA,2005,195.62
FOOD,EA,2006,192.75
FOOD,EA,2007,195.57
FOOD,EA,2008,195.01
FOOD,EA,2009,193.32
FOOD,EA,2010,191.67
FOOD,EA,2011,192.98
FOOD,EA,2012,190.71
FOOD,EA,2013,193.7
FOOD,EA,2014,197.57
FOOD,EA,2015,196.61
FOOD,EA,2016,195.32
FOOD,EA,2017,195.92
FOOD,EA,2018,195.73
FOOD,EA,2019,190.15
FOOD,EA,2020,190.73
FOOD,EA,2021,217.61
FOOD,EA,2022,208.85
FOOD,EA,2023,199.72
FOOD,EA,2024,194.66
FOOD,EA,2025,193.22
FOOD,EA,2026,189.75
IGD_NNRG,EA,2001,311.62
IGD_NNRG,EA,2002,314.47
IGD_NNRG,EA,2003,310.99
IGD_NNRG,EA,2004,305.43
IGD_NNRG,EA,2005,305.38
IGD_NNRG,EA,2006,302.55
IGD_NNRG,EA,2007,294.93
IGD_NNRG,EA,2008,292.88
IGD_NNRG,EA,2009,292.02
IGD_NNRG,EA,2010,287.63
IGD_NNRG,EA,2011,284.55
IGD_NNRG,EA,2012,282.24
IGD_NNRG,EA,2013,273.78
IGD_NNRG,EA,2014,266.49
IGD_NNRG,EA,2015,262.86
IGD_NNRG,EA,2016,265.46
IGD_NNRG,EA,2017,263.43
IGD_NNRG,EA,2018,263.67
IGD_NNRG,EA,2019,262.53
IGD_NNRG,EA,2020,260.7
IGD_NNRG,EA,2021,267.71
IGD_NNRG,EA,2022,263.75
IGD_NNRG,EA,2023,260.9
IGD_NNRG,EA,2024,255.47
IGD_NNRG,EA,2025,254.2
IGD_NNRG,EA,2026,252.84
NRG,EA,1996,90.57
NRG,EA,1997,92.66
NRG,EA,1998,92.73
NRG,EA,1999,87.29
NRG,EA,2000,84.34
NRG,EA,2001,90.41
NRG,EA,2002,81.23
NRG,EA,2003,82.49
NRG,EA,2004,81.32
NRG,EA,2005,85.97
NRG,EA,2006,91.99
NRG,EA,2007,96.15
NRG,EA,2008,98.15
NRG,EA,2009,95.71
NRG,EA,2010,95.59
NRG,EA,2011,103.64
NRG,EA,2012,109.87
NRG,EA,2013,109.62
NRG,EA,2014,108.07
NRG,EA,2015,106.06
NRG,EA,2016,97.4
NRG,EA,2017,94.51
NRG,EA,2018,96.19
NRG,EA,2019,101.32
NRG,EA,2020,98.49
NRG,EA,2021,94.97
NRG,EA,2022,109.3
NRG,EA,2023,102.31
NRG,EA,2024,99.12
NRG,EA,2025,93.98
NRG,EA,2026,90.48
SERV,EA,2001,402.4
SERV,EA,2002,407.85
SERV,EA,2003,413.6
SERV,EA,2004,418.0
SERV,EA,2005,413.03
SERV,EA,2006,412.7
SERV,EA,2007,413.34
SERV,EA,2008,413.97
SERV,EA,2009,418.95
SERV,EA,2010,425.1
SERV,EA,2011,418.84
SERV,EA,2012,417.19
SERV,EA,2013,422.9
SERV,EA,2014,427.87
SERV,EA,2015,434.47
SERV,EA,2016,441.82
SERV,EA,2017,446.14
SERV,EA,2018,444.41
SERV,EA,2019,446.01
SERV,EA,2020,450.08
SERV,EA,2021,419.71
SERV,EA,2022,418.09
SERV,EA,2023,437.08
SERV,EA,2024,450.75
SERV,EA,2025,458.6
SERV,EA,2026,466.93
TOT_X_NRG_FOOD,EA,2001,714.02
TOT_X_NRG_FOOD,EA,2002,722.32
TOT_X_NRG_FOOD,EA,2003,724.59
TOT_X_NRG_FOOD,EA,2004,723.43
TOT_X_NRG_FOOD,EA,2005,718.4
TOT_X_NRG_FOOD,EA,2006,715.25
TOT_X_NRG_FOOD,EA,2007,708.27
TOT_X_NRG_FOOD,EA,2008,706.85
TOT_X_NRG_FOOD,EA,2009,710.97
TOT_X_NRG_FOOD,EA,2010,712.74
TOT_X_NRG_FOOD,EA,2011,703.39
TOT_X_NRG_FOOD,EA,2012,699.43
TOT_X_NRG_FOOD,EA,2013,696.68
TOT_X_NRG_FOOD,EA,2014,694.36
TOT_X_NRG_FOOD,EA,2015,697.33
TOT_X_NRG_FOOD,EA,2016,707.28
TOT_X_NRG_FOOD,EA,2017,709.58
TOT_X_NRG_FOOD,EA,2018,708.08
TOT_X_NRG_FOOD,EA,2019,708.54
TOT_X_NRG_FOOD,EA,2020,710.78
TOT_X_NRG_FOOD,EA,2021,687.42
TOT_X_NRG_FOOD,EA,2022,681.85
TOT_X_NRG_FOOD,EA,2023,697.98
TOT_X_NRG_FOOD,EA,2024,706.21
TOT_X_NRG_FOOD,EA,2025,712.79
TOT_X_NRG_FOOD,EA,2026,719.77
CP00,ES,1996,1000.0
CP00,ES,1997,1000.0
CP00,ES,1998,1000.0
CP00,ES,1999,1000.0
CP00,ES,2000,1000.0
CP00,ES,2001,1000.0
CP00,ES,2002,1000.0
CP00,ES,2003,1000.0
CP00,ES,2004,1000.0
CP00,ES,2005,1000.0
CP00,ES,2006,1000.0
CP00,ES,2007,1000.0
CP00,ES,2008,1000.0
CP00,ES,2009,1000.0
CP00,ES,2010,1000.0
CP00,ES,2011,1000.0
CP00,ES,2012,1000.0
CP00,ES,2013,1000.0
CP00,ES,2014,1000.0
CP00,ES,2015,1000.0
CP00,ES,2016,1000.0
CP00,ES,2017,1000.0
CP00,ES,2018,1000.0
CP00,ES,2019,1000.0
CP00,ES,2020,1000.0
CP00,ES,2021,1000.0
CP00,ES,2022,1000.0
CP00,ES,2023,1000.0
CP00,ES,2024,1000.0
CP00,ES,2025,1000.0
CP00,ES,2026,1000.0
CP01,ES,1996,275.45
CP01,ES,1997,273.47
CP01,ES,1998,269.47
CP01,ES,1999,267.38
CP01,ES,2000,243.69
CP01,ES,2001,211.09
CP01,ES,2002,216.28
CP01,ES,2003,215.44
CP01,ES,2004,221.48
CP01,ES,2005,221.93
CP01,ES,2006,219.54
CP01,ES,2007,219.45
CP01,ES,2008,202.94
CP01,ES,2009,181.38
CP01,ES,2010,184.55
CP01,ES,2011,183.14
CP01,ES,2012,184.33
CP01,ES,2013,183.81
CP01,ES,2014,190.26
CP01,ES,2015,191.83
CP01,ES,2016,189.77
CP01,ES,2017,191.69
CP01,ES,2018,188.18
CP01,ES,2019,182.9
CP01,ES,2020,188.51
CP01,ES,2021,228.21
CP01,ES,2022,220.74
CP01,ES,2023,195.23
CP01,ES,2024,188.26
CP01,ES,2025,180.48
CP01,ES,2026,169.47
CP02,ES,1996,31.8
CP02,ES,1997,33.05
CP02,ES,1998,35.8
CP02,ES,1999,35.74
CP02,ES,2000,34.11
CP02,ES,2001,31.6
CP02,ES,2002,32.02
CP02,ES,2003,31.48
CP02,ES,2004,31.2
CP02,ES,2005,30.74
CP02,ES,2006,30.47
CP02,ES,2007,28.32
CP02,ES,2008,26.89
CP02,ES,2009,25.67
CP02,ES,2010,27.69
CP02,ES,2011,29.23
CP02,ES,2012,29.47
CP02,ES,2013,28.79
CP02,ES,2014,28.69
CP02,ES,2015,28.62
CP02,ES,2016,28.46
CP02,ES,2017,29.23
CP02,ES,2018,28.78
CP02,ES,2019,28.02
CP02,ES,2020,27.63
CP02,ES,2021,31.01
CP02,ES,2022,30.38
CP02,ES,2023,39.75
CP02,ES,2024,37.46
CP02,ES,2025,36.31
CP02,ES,2026,32.72
CP03,ES,1996,114.35
CP03,ES,1997,114.47
CP03,ES,1998,114.52
CP03,ES,1999,115.7
CP03,ES,2000,106.51
CP03,ES,2001,100.79
CP03,ES,2002,104.37
CP03,ES,2003,98.09
CP03,ES,2004,96.46
CP03,ES,2005,95.67
CP03,ES,2006,92.14
CP03,ES,2007,90.6
CP03,ES,2008,88.57
CP03,ES,2009,88.6
CP03,ES,2010,87.51
CP03,ES,2011,86.85
CP03,ES,2012,84.46
CP03,ES,2013,81.67
CP03,ES,2014,76.95
CP03,ES,2015,77.42
CP03,ES,2016,77.35
CP03,ES,2017,65.58
CP03,ES,2018,64.79
CP03,ES,2019,65.38
CP03,ES,2020,63.27
CP03,ES,2021,62.69
CP03,ES,2022,59.19
CP03,ES,2023,39.62
CP03,ES,2024,41.17
CP03,ES,2025,43.21
CP03,ES,2026,38.54
CP04,ES,1996,111.95
CP04,ES,1997,112.88
CP04,ES,1998,114.32
CP04,ES,1999,113.72
CP04,ES,2000,104.66
CP04,ES,2001,107.96
CP04,ES,2002,106.54
CP04,ES,2003,104.53
CP04,ES,2004,105.93
CP04,ES,2005,105.97
CP04,ES,2006,107.95
CP04,ES,2007,105.18
CP04,ES,2008,104.33
CP04,ES,2009,109.12
CP04,ES,2010,114.76
CP04,ES,2011,120.7
CP04,ES,2012,123.71
CP04,ES,2013,127.88
CP04,ES,2014,127.98
CP04,ES,2015,129.45
CP04,ES,2016,127.86
CP04,ES,2017,130.74
CP04,ES,2018,131.43
CP04,ES,2019,131.11
CP04,ES,2020,130.09
CP04,ES,2021,132.37
CP04,ES,2022,139.44
CP04,ES,2023,126.59
CP04,ES,2024,118.31
CP04,ES,2025,119.45
CP04,ES,2026,116.62
CP05,ES,1996,64.68
CP05,ES,1997,64.57
CP05,ES,1998,64.23
CP05,ES,1999,64.8
CP05,ES,2000,59.06
CP05,ES,2001,62.17
CP05,ES,2002,61.76
CP05,ES,2003,62.65
CP05,ES,2004,62.35
CP05,ES,2005,61.62
CP05,ES,2006,60.21
CP05,ES,2007,60.74
CP05,ES,2008,66.0
CP05,ES,2009,71.2
CP05,ES,2010,69.27
CP05,ES,2011,68.2
CP05,ES,2012,66.58
CP05,ES,2013,64.97
CP05,ES,2014,63.15
CP05,ES,2015,62.15
CP05,ES,2016,61.49
CP05,ES,2017,57.12
CP05,ES,2018,56.77
CP05,ES,2019,56.77
CP05,ES,2020,57.43
CP05,ES,2021,59.14
CP05,ES,2022,56.7
CP05,ES,2023,58.9
CP05,ES,2024,54.12
CP05,ES,2025,53.44
CP05,ES,2026,47.86
CP06,ES,1996,7.23
CP06,ES,1997,7.24
CP06,ES,1998,7.09
CP06,ES,1999,7.34
CP06,ES,2000,22.86
CP06,ES,2001,27.78
CP06,ES,2002,27.71
CP06,ES,2003,27.41
CP06,ES,2004,26.62
CP06,ES,2005,26.57
CP06,ES,2006,27.11
CP06,ES,2007,28.38
CP06,ES,2008,30.51
CP06,ES,2009,31.36
CP06,ES,2010,32.48
CP06,ES,2011,32.26
CP06,ES,2012,31.61
CP06,ES,2013,31.95
CP06,ES,2014,32.67
CP06,ES,2015,34.35
CP06,ES,2016,35.11
CP06,ES,2017,38.4
CP06,ES,2018,38.28
CP06,ES,2019,36.93
CP06,ES,2020,37.99
CP06,ES,2021,38.43
CP06,ES,2022,42.66
CP06,ES,2023,59.41
CP06,ES,2024,56.49
CP06,ES,2025,55.31
CP06,ES,2026,49.03
CP07,ES,1996,146.0
CP07,ES,1997,146.48
CP07,ES,1998,145.53
CP07,ES,1999,141.81
CP07,ES,2000,137.21
CP07,ES,2001,155.27
CP07,ES,2002,146.58
CP07,ES,2003,150.03
CP07,ES,2004,140.4
CP07,ES,2005,140.19
CP07,ES,2006,145.81
CP07,ES,2007,142.15
CP07,ES,2008,145.81
CP07,ES,2009,146.85
CP07,ES,2010,139.11
CP07,ES,2011,140.15
CP07,ES,2012,144.81
CP07,ES,2013,146.05
CP07,ES,2014,146.79
CP07,ES,2015,147.95
CP07,ES,2016,148.3
CP07,ES,2017,147.35
CP07,ES,2018,148.09
CP07,ES,2019,155.0
CP07,ES,2020,155.97
CP07,ES,2021,128.89
CP07,ES,2022,131.63
CP07,ES,2023,141.49
CP07,ES,2024,148.78
CP07,ES,2025,148.46
CP07,ES,2026,147.69
CP08,ES,1996,30.55
CP08,ES,1997,30.11
CP08,ES,1998,29.25
CP08,ES,1999,29.51
CP08,ES,2000,27.01
CP08,ES,2001,39.7
CP08,ES,2002,37.69
CP08,ES,2003,39.77
CP08,ES,2004,41.26
CP08,ES,2005,41.91
CP08,ES,2006,44.39
CP08,ES,2007,47.68
CP08,ES,2008,49.58
CP08,ES,2009,50.01
CP08,ES,2010,51.69
CP08,ES,2011,52.45
CP08,ES,2012,51.44
CP08,ES,2013,50.22
CP08,ES,2014,48.63
CP08,ES,2015,47.17
CP08,ES,2016,46.66
CP08,ES,2017,46.24
CP08,ES,2018,46.49
CP08,ES,2019,46.88
CP08,ES,2020,47.55
CP08,ES,2021,46.08
CP08,ES,2022,44.21
CP08,ES,2023,43.43
CP08,ES,2024,45.53
CP08,ES,2025,43.8
CP08,ES,2026,36.0
CP09,ES,1996,54.2
CP09,ES,1997,54.37
CP09,ES,1998,55.16
CP09,ES,1999,56.18
CP09,ES,2000,51.16
CP09,ES,2001,53.02
CP09,ES,2002,53.88
CP09,ES,2003,55.01
CP09,ES,2004,55.82
CP09,ES,2005,55.26
CP09,ES,2006,55.95
CP09,ES,2007,59.46
CP09,ES,2008,62.35
CP09,ES,2009,65.28
CP09,ES,2010,65.77
CP09,ES,2011,64.3
CP09,ES,2012,63.14
CP09,ES,2013,62.77
CP09,ES,2014,61.56
CP09,ES,2015,59.47
CP09,ES,2016,58.73
CP09,ES,2017,59.51
CP09,ES,2018,60.37
CP09,ES,2019,58.59
CP09,ES,2020,58.9
CP09,ES,2021,44.99
CP09,ES,2022,41.65
CP09,ES,2023,54.59
CP09,ES,2024,62.33
CP09,ES,2025,64.23
CP09,ES,2026,90.55
CP10,ES,1996,1.24
CP10,ES,1997,1.26
CP10,ES,1998,1.27
CP10,ES,1999,1.29
CP10,ES,2000,15.77
CP10,ES,2001,16.91
CP10,ES,2002,17.07
CP10,ES,2003,16.28
CP10,ES,2004,16.43
CP10,ES,2005,16.63
CP10,ES,2006,16.56
CP10,ES,2007,16.0
CP10,ES,2008,14.73
CP10,ES,2009,13.3
CP10,ES,2010,13.64
CP10,ES,2011,13.95
CP10,ES,2012,14.35
CP10,ES,2013,14.7
CP10,ES,2014,15.56
CP10,ES,2015,15.86
CP10,ES,2016,16.17
CP10,ES,2017,16.0
CP10,ES,2018,15.84
CP10,ES,2019,15.6
CP10,ES,2020,15.6
CP10,ES,2021,15.76
CP10,ES,2022,15.57
CP10,ES,2023,19.8
CP10,ES,2024,18.01
CP10,ES,2025,17.72
CP10,ES,2026,14.72
CP11,ES,1996,117.8
CP11,ES,1997,117.61
CP11,ES,1998,118.89
CP11,ES,1999,121.39
CP11,ES,2000,151.59
CP11,ES,2001,146.76
CP11,ES,2002,148.99
CP11,ES,2003,148.81
CP11,ES,2004,150.34
CP11,ES,2005,152.01
CP11,ES,2006,147.78
CP11,ES,2007,143.77
CP11,ES,2008,144.88
CP11,ES,2009,148.54
CP11,ES,2010,143.89
CP11,ES,2011,138.15
CP11,ES,2012,138.19
CP11,ES,2013,138.8
CP11,ES,2014,138.37
CP11,ES,2015,137.12
CP11,ES,2016,140.79
CP11,ES,2017,140.18
CP11,ES,2018,142.97
CP11,ES,2019,144.99
CP11,ES,2020,137.7
CP11,ES,2021,131.3
CP11,ES,2022,144.17
CP11,ES,2023,142.35
CP11,ES,2024,151.47
CP11,ES,2025,160.63
CP11,ES,2026,181.05
CP12,ES,1996,4.09
CP12,ES,1997,4.04
CP12,ES,1998,4.08
CP12,ES,1999,4.26
CP12,ES,2000,5.0
CP12,ES,2001,10.65
CP12,ES,2002,10.68
CP12,ES,2003,11.3
CP12,ES,2004,11.62
CP12,ES,2005,11.72
CP12,ES,2006,11.74
CP12,ES,2007,16.07
CP12,ES,2008,16.19
CP12,ES,2009,16.4
CP12,ES,2010,16.19
CP12,ES,2011,17.08
CP12,ES,2012,15.43
CP12,ES,2013,15.3
CP12,ES,2014,16.53
CP12,ES,2015,16.68
CP12,ES,2016,16.99
CP12,ES,2017,16.56
CP12,ES,2018,16.58
CP12,ES,2019,16.96
CP12,ES,2020,17.31
CP12,ES,2021,17.37
CP12,ES,2022,13.13
CP12,ES,2023,22.76
CP12,ES,2024,22.01
CP12,ES,2025,21.88
CP12,ES,2026,21.55
CP13,ES,1996,40.64
CP13,ES,1997,40.45
CP13,ES,1998,40.39
CP13,ES,1999,40.88
CP13,ES,2000,41.36
CP13,ES,2001,36.33
CP13,ES,2002,36.42
CP13,ES,2003,39.21
CP13,ES,2004,40.09
CP13,ES,2005,39.78
CP13,ES,2006,40.35
CP13,ES,2007,42.2
CP13,ES,2008,47.22
CP13,ES,2009,52.31
CP13,ES,2010,53.45
CP13,ES,2011,53.54
CP13,ES,2012,52.49
CP13,ES,2013,53.1
CP13,ES,2014,52.86
CP13,ES,2015,51.93
CP13,ES,2016,52.32
CP13,ES,2017,61.42
CP13,ES,2018,61.42
CP13,ES,2019,60.88
CP13,ES,2020,62.06
CP13,ES,2021,63.75
CP13,ES,2022,60.54
CP13,ES,2023,56.08
CP13,ES,2024,56.07
CP13,ES,2025,55.08
CP13,ES,2026,54.2
FOOD,ES,1996,307.25
FOOD,ES,1997,306.53
FOOD,ES,1998,305.27
FOOD,ES,1999,303.12
FOOD,ES,2000,277.8
FOOD,ES,2001,242.66
FOOD,ES,2002,248.31
FOOD,ES,2003,246.92
FOOD,ES,2004,252.68
FOOD,ES,2005,252.67
FOOD,ES,2006,250.01
FOOD,ES,2007,247.77
FOOD,ES,2008,229.83
FOOD,ES,2009,207.04
FOOD,ES,2010,212.24
FOOD,ES,2011,212.37
FOOD,ES,2012,213.8
FOOD,ES,2013,212.6
FOOD,ES,2014,218.95
FOOD,ES,2015,220.45
FOOD,ES,2016,218.23
FOOD,ES,2017,220.92
FOOD,ES,2018,216.96
FOOD,ES,2019,210.92
FOOD,ES,2020,216.14
FOOD,ES,2021,259.22
FOOD,ES,2022,251.12
FOOD,ES,2023,234.98
FOOD,ES,2024,225.73
FOOD,ES,2025,216.79
FOOD,ES,2026,202.19
IGD_NNRG,ES,2001,311.17
IGD_NNRG,ES,2002,312.56
IGD_NNRG,ES,2003,307.52
IGD_NNRG,ES,2004,296.26
IGD_NNRG,ES,2005,293.32
IGD_NNRG,ES,2006,291.8
IGD_NNRG,ES,2007,284.65
IGD_NNRG,ES,2008,290.62
IGD_NNRG,ES,2009,295.12
IGD_NNRG,ES,2010,285.34
IGD_NNRG,ES,2011,279.69
IGD_NNRG,ES,2012,273.01
IGD_NNRG,ES,2013,265.09
IGD_NNRG,ES,2014,258.11
IGD_NNRG,ES,2015,259.89
IGD_NNRG,ES,2016,264.21
IGD_NNRG,ES,2017,241.25
IGD_NNRG,ES,2018,241.57
IGD_NNRG,ES,2019,239.59
IGD_NNRG,ES,2020,238.29
IGD_NNRG,ES,2021,231.68
IGD_NNRG,ES,2022,223.29
IGD_NNRG,ES,2023,204.93
IGD_NNRG,ES,2024,202.84
IGD_NNRG,ES,2025,203.49
IGD_NNRG,ES,2026,195.86
NRG,ES,1996,75.42
NRG,ES,1997,76.35
NRG,ES,1998,75.35
NRG,ES,1999,69.45
NRG,ES,2000,70.17
NRG,ES,2001,97.59
NRG,ES,2002,86.52
NRG,ES,2003,91.45
NRG,ES,2004,90.53
NRG,ES,2005,90.18
NRG,ES,2006,93.58
NRG,ES,2007,97.0
NRG,ES,2008,98.75
NRG,ES,2009,103.94
NRG,ES,2010,102.34
NRG,ES,2011,107.82
NRG,ES,2012,116.01
NRG,ES,2013,123.85
NRG,ES,2014,122.99
NRG,ES,2015,123.75
NRG,ES,2016,116.54
NRG,ES,2017,109.04
NRG,ES,2018,111.43
NRG,ES,2019,116.02
NRG,ES,2020,115.66
NRG,ES,2021,105.74
NRG,ES,2022,117.48
NRG,ES,2023,98.04
NRG,ES,2024,93.99
NRG,ES,2025,93.63
NRG,ES,2026,88.38
SERV,ES,2001,348.49
SERV,ES,2002,352.61
SERV,ES,2003,354.11
SERV,ES,2004,360.54
SERV,ES,2005,363.82
SERV,ES,2006,364.61
SERV,ES,2007,370.58
SERV,ES,2008,380.79
SERV,ES,2009,393.89
SERV,ES,2010,400.08
SERV,ES,2011,400.12
SERV,ES,2012,397.18
SERV,ES,2013,398.47
SERV,ES,2014,399.95
SERV,ES,2015,395.92
SERV,ES,2016,401.03
SERV,ES,2017,428.79
SERV,ES,2018,430.05
SERV,ES,2019,433.47
SERV,ES,2020,429.92
SERV,ES,2021,403.36
SERV,ES,2022,408.11
SERV,ES,2023,462.06
SERV,ES,2024,477.45
SERV,ES,2025,486.09
SERV,ES,2026,513.57
TOT_X_NRG_FOOD,ES,2001,659.65
TOT_X_NRG_FOOD,ES,2002,665.17
TOT_X_NRG_FOOD,ES,2003,661.62
TOT_X_NRG_FOOD,ES,2004,656.79
TOT_X_NRG_FOOD,ES,2005,657.15
TOT_X_NRG_FOOD,ES,2006,656.41
TOT_X_NRG_FOOD,ES,2007,655.23
TOT_X_NRG_FOOD,ES,2008,671.42
TOT_X_NRG_FOOD,ES,2009,689.02
TOT_X_NRG_FOOD,ES,2010,685.42
TOT_X_NRG_FOOD,ES,2011,679.81
TOT_X_NRG_FOOD,ES,2012,670.19
TOT_X_NRG_FOOD,ES,2013,663.56
TOT_X_NRG_FOOD,ES,2014,658.06
TOT_X_NRG_FOOD,ES,2015,655.8
TOT_X_NRG_FOOD,ES,2016,665.24
TOT_X_NRG_FOOD,ES,2017,670.04
TOT_X_NRG_FOOD,ES,2018,671.61
TOT_X_NRG_FOOD,ES,2019,673.06
TOT_X_NRG_FOOD,ES,2020,668.21
TOT_X_NRG_FOOD,ES,2021,635.04
TOT_X_NRG_FOOD,ES,2022,631.4
TOT_X_NRG_FOOD,ES,2023,666.98
TOT_X_NRG_FOOD,ES,2024,680.29
TOT_X_NRG_FOOD,ES,2025,689.58
TOT_X_NRG_FOOD,ES,2026,709.43
CP00,FR,1996,1000.0
CP00,FR,1997,1000.0
CP00,FR,1998,1000.0
CP00,FR,1999,1000.0
CP00,FR,2000,1000.0
CP00,FR,2001,1000.0
CP00,FR,2002,1000.0
CP00,FR,2003,1000.0
CP00,FR,2004,1000.0
CP00,FR,2005,1000.0
CP00,FR,2006,1000.0
CP00,FR,2007,1000.0
CP00,FR,2008,1000.0
CP00,FR,2009,1000.0
CP00,FR,2010,1000.0
CP00,FR,2011,1000.0
CP00,FR,2012,1000.0
CP00,FR,2013,1000.0
CP00,FR,2014,1000.0
CP00,FR,2015,1000.0
CP00,FR,2016,1000.0
CP00,FR,2017,1000.0
CP00,FR,2018,1000.0
CP00,FR,2019,1000.0
CP00,FR,2020,1000.0
CP00,FR,2021,1000.0
CP00,FR,2022,1000.0
CP00,FR,2023,1000.0
CP00,FR,2024,1000.0
CP00,FR,2025,1000.0
CP00,FR,2026,1000.0
CP01,FR,1996,192.15
CP01,FR,1997,193.0
CP01,FR,1998,192.24
CP01,FR,1999,183.88
CP01,FR,2000,169.22
CP01,FR,2001,166.69
CP01,FR,2002,170.06
CP01,FR,2003,166.7
CP01,FR,2004,165.87
CP01,FR,2005,168.67
CP01,FR,2006,164.23
CP01,FR,2007,163.16
CP01,FR,2008,161.81
CP01,FR,2009,163.02
CP01,FR,2010,160.26
CP01,FR,2011,159.81
CP01,FR,2012,163.29
CP01,FR,2013,165.08
CP01,FR,2014,165.99
CP01,FR,2015,165.91
CP01,FR,2016,159.53
CP01,FR,2017,160.04
CP01,FR,2018,160.86
CP01,FR,2019,160.1
CP01,FR,2020,159.26
CP01,FR,2021,177.9
CP01,FR,2022,165.55
CP01,FR,2023,161.9
CP01,FR,2024,150.32
CP01,FR,2025,147.16
CP01,FR,2026,149.07
CP02,FR,1996,45.53
CP02,FR,1997,45.83
CP02,FR,1998,46.2
CP02,FR,1999,43.26
CP02,FR,2000,41.38
CP02,FR,2001,39.59
CP02,FR,2002,39.72
CP02,FR,2003,40.47
CP02,FR,2004,40.92
CP02,FR,2005,39.99
CP02,FR,2006,37.58
CP02,FR,2007,36.29
CP02,FR,2008,36.83
CP02,FR,2009,35.56
CP02,FR,2010,35.76
CP02,FR,2011,39.27
CP02,FR,2012,39.62
CP02,FR,2013,41.26
CP02,FR,2014,41.37
CP02,FR,2015,40.91
CP02,FR,2016,42.88
CP02,FR,2017,42.41
CP02,FR,2018,42.78
CP02,FR,2019,42.33
CP02,FR,2020,44.06
CP02,FR,2021,50.6
CP02,FR,2022,44.94
CP02,FR,2023,40.95
CP02,FR,2024,38.78
CP02,FR,2025,35.69
CP02,FR,2026,34.9
CP03,FR,1996,75.05
CP03,FR,1997,71.9
CP03,FR,1998,70.23
CP03,FR,1999,64.22
CP03,FR,2000,58.47
CP03,FR,2001,56.06
CP03,FR,2002,54.29
CP03,FR,2003,52.71
CP03,FR,2004,51.02
CP03,FR,2005,57.63
CP03,FR,2006,57.19
CP03,FR,2007,55.43
CP03,FR,2008,54.61
CP03,FR,2009,53.09
CP03,FR,2010,52.19
CP03,FR,2011,51.31
CP03,FR,2012,52.21
CP03,FR,2013,51.55
CP03,FR,2014,50.21
CP03,FR,2015,49.85
CP03,FR,2016,47.0
CP03,FR,2017,48.87
CP03,FR,2018,46.97
CP03,FR,2019,45.19
CP03,FR,2020,43.08
CP03,FR,2021,40.12
CP03,FR,2022,38.92
CP03,FR,2023,39.66
CP03,FR,2024,39.29
CP03,FR,2025,37.55
CP03,FR,2026,35.92
CP04,FR,1996,140.55
CP04,FR,1997,143.71
CP04,FR,1998,145.74
CP04,FR,1999,152.96
CP04,FR,2000,149.64
CP04,FR,2001,144.57
CP04,FR,2002,138.88
CP04,FR,2003,142.07
CP04,FR,2004,142.34
CP04,FR,2005,143.05
CP04,FR,2006,145.35
CP04,FR,2007,146.67
CP04,FR,2008,144.59
CP04,FR,2009,145.68
CP04,FR,2010,148.46
CP04,FR,2011,152.08
CP04,FR,2012,154.79
CP04,FR,2013,152.55
CP04,FR,2014,158.88
CP04,FR,2015,162.5
CP04,FR,2016,159.17
CP04,FR,2017,160.64
CP04,FR,2018,159.79
CP04,FR,2019,159.92
CP04,FR,2020,159.42
CP04,FR,2021,174.72
CP04,FR,2022,177.37
CP04,FR,2023,167.14
