freq,unit,coicop,geo,period,value
M,I15,CP00,DE,1996-01,75.1
M,I15,CP00,DE,1996-02,75.6
M,I15,CP00,DE,1996-03,75.7
M,I15,CP00,DE,1996-04,75.6
M,I15,CP00,DE,1996-05,75.7
M,I15,CP00,DE,1996-06,75.8
M,I15,CP00,DE,1996-07,76.0
M,I15,CP00,DE,1996-08,75.9
M,I15,CP00,DE,1996-09,75.9
M,I15,CP00,DE,1996-10,75.8
M,I15,CP00,DE,1996-11,75.7
M,I15,CP00,DE,1996-12,76.0
M,I15,CP00,DE,1997-01,76.5
M,I15,CP00,DE,1997-02,76.8
M,I15,CP00,DE,1997-03,76.7
M,I15,CP00,DE,1997-04,76.5
M,I15,CP00,DE,1997-05,76.8
M,I15,CP00,DE,1997-06,76.9
M,I15,CP00,DE,1997-07,77.2
M,I15,CP00,DE,1997-08,77.2
M,I15,CP00,DE,1997-09,77.0
M,I15,CP00,DE,1997-10,76.9
M,I15,CP00,DE,1997-11,76.9
M,I15,CP00,DE,1997-12,77.1
M,I15,CP00,DE,1998-01,77.0
M,I15,CP00,DE,1998-02,77.2
M,I15,CP00,DE,1998-03,77.1
M,I15,CP00,DE,1998-04,77.2
M,I15,CP00,DE,1998-05,77.5
M,I15,CP00,DE,1998-06,77.5
M,I15,CP00,DE,1998-07,77.8
M,I15,CP00,DE,1998-08,77.7
M,I15,CP00,DE,1998-09,77.4
M,I15,CP00,DE,1998-10,77.2
M,I15,CP00,DE,1998-11,77.2
M,I15,CP00,DE,1998-12,77.2
M,I15,CP00,DE,1999-01,77.2
M,I15,CP00,DE,1999-02,77.3
M,I15,CP00,DE,1999-03,77.5
M,I15,CP00,DE,1999-04,77.8
M,I15,CP00,DE,1999-05,77.8
M,I15,CP00,DE,1999-06,77.8
M,I15,CP00,DE,1999-07,78.2
M,I15,CP00,DE,1999-08,78.2
M,I15,CP00,DE,1999-09,78.0
M,I15,CP00,DE,1999-10,77.9
M,I15,CP00,DE,1999-11,78.0
M,I15,CP00,DE,1999-12,78.3
M,I15,CP00,DE,2000-01,78.5
M,I15,CP00,DE,2000-02,78.6
M,I15,CP00,DE,2000-03,78.6
M,I15,CP00,DE,2000-04,78.6
M,I15,CP00,DE,2000-05,78.4
M,I15,CP00,DE,2000-06,78.9
M,I15,CP00,DE,2000-07,79.2
M,I15,CP00,DE,2000-08,79.0
M,I15,CP00,DE,2000-09,79.2
M,I15,CP00,DE,2000-10,79.1
M,I15,CP00,DE,2000-11,79.1
M,I15,CP00,DE,2000-12,80.0
M,I15,CP00,DE,2001-01,79.5
M,I15,CP00,DE,2001-02,80.0
M,I15,CP00,DE,2001-03,80.0
M,I15,CP00,DE,2001-04,80.3
M,I15,CP00,DE,2001-05,80.7
M,I15,CP00,DE,2001-06,80.8
M,I15,CP00,DE,2001-07,80.9
M,I15,CP00,DE,2001-08,80.7
M,I15,CP00,DE,2001-09,80.6
M,I15,CP00,DE,2001-10,80.4
M,I15,CP00,DE,2001-11,80.2
M,I15,CP00,DE,2001-12,81.1
M,I15,CP00,DE,2002-01,81.1
M,I15,CP00,DE,2002-02,81.4
M,I15,CP00,DE,2002-03,81.5
M,I15,CP00,DE,2002-04,81.5
M,I15,CP00,DE,2002-05,81.6
M,I15,CP00,DE,2002-06,81.5
M,I15,CP00,DE,2002-07,81.8
M,I15,CP00,DE,2002-08,81.6
M,I15,CP00,DE,2002-09,81.5
M,I15,CP00,DE,2002-10,81.4
M,I15,CP00,DE,2002-11,81.1
M,I15,CP00,DE,2002-12,82.0
M,I15,CP00,DE,2003-01,82.0
M,I15,CP00,DE,2003-02,82.4
M,I15,CP00,DE,2003-03,82.5
M,I15,CP00,DE,2003-04,82.3
M,I15,CP00,DE,2003-05,82.1
M,I15,CP00,DE,2003-06,82.3
M,I15,CP00,DE,2003-07,82.5
M,I15,CP00,DE,2003-08,82.5
M,I15,CP00,DE,2003-09,82.4
M,I15,CP00,DE,2003-10,82.4
M,I15,CP00,DE,2003-11,82.2
M,I15,CP00,DE,2003-12,82.9
M,I15,CP00,DE,2004-01,82.9
M,I15,CP00,DE,2004-02,83.1
M,I15,CP00,DE,2004-03,83.4
M,I15,CP00,DE,2004-04,83.7
M,I15,CP00,DE,2004-05,83.9
M,I15,CP00,DE,2004-06,83.9
M,I15,CP00,DE,2004-07,84.1
M,I15,CP00,DE,2004-08,84.3
M,I15,CP00,DE,2004-09,84.0
M,I15,CP00,DE,2004-10,84.2
M,I15,CP00,DE,2004-11,83.8
M,I15,CP00,DE,2004-12,84.8
M,I15,CP00,DE,2005-01,84.3
M,I15,CP00,DE,2005-02,84.6
M,I15,CP00,DE,2005-03,84.9
M,I15,CP00,DE,2005-04,84.9
M,I15,CP00,DE,2005-05,85.2
M,I15,CP00,DE,2005-06,85.3
M,I15,CP00,DE,2005-07,85.7
M,I15,CP00,DE,2005-08,85.9
M,I15,CP00,DE,2005-09,86.2
M,I15,CP00,DE,2005-10,86.2
M,I15,CP00,DE,2005-11,85.7
M,I15,CP00,DE,2005-12,86.6
M,I15,CP00,DE,2006-01,86.1
M,I15,CP00,DE,2006-02,86.4
M,I15,CP00,DE,2006-03,86.5
M,I15,CP00,DE,2006-04,86.8
M,I15,CP00,DE,2006-05,87.0
M,I15,CP00,DE,2006-06,87.1
M,I15,CP00,DE,2006-07,87.5
M,I15,CP00,DE,2006-08,87.4
M,I15,CP00,DE,2006-09,87.0
M,I15,CP00,DE,2006-10,87.1
M,I15,CP00,DE,2006-11,87.0
M,I15,CP00,DE,2006-12,87.8
M,I15,CP00,DE,2007-01,87.6
M,I15,CP00,DE,2007-02,88.0
M,I15,CP00,DE,2007-03,88.2
M,I15,CP00,DE,2007-04,88.6
M,I15,CP00,DE,2007-05,88.7
M,I15,CP00,DE,2007-06,88.8
M,I15,CP00,DE,2007-07,89.3
M,I15,CP00,DE,2007-08,89.1
M,I15,CP00,DE,2007-09,89.3
M,I15,CP00,DE,2007-10,89.4
M,I15,CP00,DE,2007-11,89.9
M,I15,CP00,DE,2007-12,90.5
M,I15,CP00,DE,2008-01,90.2
M,I15,CP00,DE,2008-02,90.6
M,I15,CP00,DE,2008-03,91.1
M,I15,CP00,DE,2008-04,90.9
M,I15,CP00,DE,2008-05,91.5
M,I15,CP00,DE,2008-06,91.8
M,I15,CP00,DE,2008-07,92.3
M,I15,CP00,DE,2008-08,92.0
M,I15,CP00,DE,2008-09,92.0
M,I15,CP00,DE,2008-10,91.7
M,I15,CP00,DE,2008-11,91.2
M,I15,CP00,DE,2008-12,91.5
M,I15,CP00,DE,2009-01,91.1
M,I15,CP00,DE,2009-02,91.6
M,I15,CP00,DE,2009-03,91.4
M,I15,CP00,DE,2009-04,91.5
M,I15,CP00,DE,2009-05,91.4
M,I15,CP00,DE,2009-06,91.8
M,I15,CP00,DE,2009-07,91.7
M,I15,CP00,DE,2009-08,92.0
M,I15,CP00,DE,2009-09,91.6
M,I15,CP00,DE,2009-10,91.6
M,I15,CP00,DE,2009-11,91.5
M,I15,CP00,DE,2009-12,92.3
M,I15,CP00,DE,2010-01,91.7
M,I15,CP00,DE,2010-02,92.0
M,I15,CP00,DE,2010-03,92.5
M,I15,CP00,DE,2010-04,92.4
M,I15,CP00,DE,2010-05,92.5
M,I15,CP00,DE,2010-06,92.6
M,I15,CP00,DE,2010-07,92.8
M,I15,CP00,DE,2010-08,92.9
M,I15,CP00,DE,2010-09,92.7
M,I15,CP00,DE,2010-10,92.8
M,I15,CP00,DE,2010-11,92.9
M,I15,CP00,DE,2010-12,94.0
M,I15,CP00,DE,2011-01,93.5
M,I15,CP00,DE,2011-02,94.1
M,I15,CP00,DE,2011-03,94.7
M,I15,CP00,DE,2011-04,94.9
M,I15,CP00,DE,2011-05,94.8
M,I15,CP00,DE,2011-06,94.8
M,I15,CP00,DE,2011-07,95.2
M,I15,CP00,DE,2011-08,95.2
M,I15,CP00,DE,2011-09,95.3
M,I15,CP00,DE,2011-10,95.4
M,I15,CP00,DE,2011-11,95.4
M,I15,CP00,DE,2011-12,96.1
M,I15,CP00,DE,2012-01,95.7
M,I15,CP00,DE,2012-02,96.5
M,I15,CP00,DE,2012-03,96.9
M,I15,CP00,DE,2012-04,97.0
M,I15,CP00,DE,2012-05,96.8
M,I15,CP00,DE,2012-06,96.6
M,I15,CP00,DE,2012-07,97.0
M,I15,CP00,DE,2012-08,97.4
M,I15,CP00,DE,2012-09,97.4
M,I15,CP00,DE,2012-10,97.4
M,I15,CP00,DE,2012-11,97.2
M,I15,CP00,DE,2012-12,98.1
M,I15,CP00,DE,2013-01,97.5
M,I15,CP00,DE,2013-02,98.2
M,I15,CP00,DE,2013-03,98.7
M,I15,CP00,DE,2013-04,98.1
M,I15,CP00,DE,2013-05,98.3
M,I15,CP00,DE,2013-06,98.5
M,I15,CP00,DE,2013-07,98.9
M,I15,CP00,DE,2013-08,98.9
M,I15,CP00,DE,2013-09,98.9
M,I15,CP00,DE,2013-10,98.6
M,I15,CP00,DE,2013-11,98.8
M,I15,CP00,DE,2013-12,99.3
M,I15,CP00,DE,2014-01,98.6
M,I15,CP00,DE,2014-02,99.2
M,I15,CP00,DE,2014-03,99.4
M,I15,CP00,DE,2014-04,99.2
M,I15,CP00,DE,2014-05,99.0
M,I15,CP00,DE,2014-06,99.4
M,I15,CP00,DE,2014-07,99.6
M,I15,CP00,DE,2014-08,99.7
M,I15,CP00,DE,2014-09,99.7
M,I15,CP00,DE,2014-10,99.3
M,I15,CP00,DE,2014-11,99.3
M,I15,CP00,DE,2014-12,99.4
M,I15,CP00,DE,2015-01,98.1
M,I15,CP00,DE,2015-02,99.0
M,I15,CP00,DE,2015-03,99.7
M,I15,CP00,DE,2015-04,100.2
M,I15,CP00,DE,2015-05,100.6
M,I15,CP00,DE,2015-06,100.5
M,I15,CP00,DE,2015-07,100.9
M,I15,CP00,DE,2015-08,100.8
M,I15,CP00,DE,2015-09,100.5
M,I15,CP00,DE,2015-10,100.5
M,I15,CP00,DE,2015-11,99.5
M,I15,CP00,DE,2015-12,99.6
M,I15,CP00,DE,2016-01,98.5
M,I15,CP00,DE,2016-02,98.9
M,I15,CP00,DE,2016-03,99.8
M,I15,CP00,DE,2016-04,99.9
M,I15,CP00,DE,2016-05,100.5
M,I15,CP00,DE,2016-06,100.6
M,I15,CP00,DE,2016-07,101.2
M,I15,CP00,DE,2016-08,101.1
M,I15,CP00,DE,2016-09,101.1
M,I15,CP00,DE,2016-10,101.2
M,I15,CP00,DE,2016-11,100.3
M,I15,CP00,DE,2016-12,101.2
M,I15,CP00,DE,2017-01,100.2
M,I15,CP00,DE,2017-02,101.0
M,I15,CP00,DE,2017-03,101.3
M,I15,CP00,DE,2017-04,101.9
M,I15,CP00,DE,2017-05,101.8
M,I15,CP00,DE,2017-06,102.3
M,I15,CP00,DE,2017-07,102.9
M,I15,CP00,DE,2017-08,103.0
M,I15,CP00,DE,2017-09,103.0
M,I15,CP00,DE,2017-10,102.7
M,I15,CP00,DE,2017-11,102.0
M,I15,CP00,DE,2017-12,102.7
M,I15,CP00,DE,2018-01,101.7
M,I15,CP00,DE,2018-02,102.2
M,I15,CP00,DE,2018-03,103.0
M,I15,CP00,DE,2018-04,103.2
M,I15,CP00,DE,2018-05,104.3
M,I15,CP00,DE,2018-06,104.4
M,I15,CP00,DE,2018-07,105.2
M,I15,CP00,DE,2018-08,105.2
M,I15,CP00,DE,2018-09,105.3
M,I15,CP00,DE,2018-10,105.4
M,I15,CP00,DE,2018-11,104.2
M,I15,CP00,DE,2018-12,104.4
M,I15,CP00,DE,2019-01,103.4
M,I15,CP00,DE,2019-02,103.9
M,I15,CP00,DE,2019-03,104.4
M,I15,CP00,DE,2019-04,105.4
M,I15,CP00,DE,2019-05,105.7
M,I15,CP00,DE,2019-06,106.0
M,I15,CP00,DE,2019-07,106.4
M,I15,CP00,DE,2019-08,106.3
M,I15,CP00,DE,2019-09,106.2
M,I15,CP00,DE,2019-10,106.3
M,I15,CP00,DE,2019-11,105.4
M,I15,CP00,DE,2019-12,106.0
M,I15,CP00,DE,2020-01,105.1
M,I15,CP00,DE,2020-02,105.7
M,I15,CP00,DE,2020-03,105.8
M,I15,CP00,DE,2020-04,106.2
M,I15,CP00,DE,2020-05,106.2
M,I15,CP00,DE,2020-06,106.9
M,I15,CP00,DE,2020-07,106.4
M,I15,CP00,DE,2020-08,106.2
M,I15,CP00,DE,2020-09,105.8
M,I15,CP00,DE,2020-10,105.8
M,I15,CP00,DE,2020-11,104.7
M,I15,CP00,DE,2020-12,105.3
M,I15,CP00,DE,2021-01,106.8
M,I15,CP00,DE,2021-02,107.4
M,I15,CP00,DE,2021-03,107.9
M,I15,CP00,DE,2021-04,108.4
M,I15,CP00,DE,2021-05,108.7
M,I15,CP00,DE,2021-06,109.1
M,I15,CP00,DE,2021-07,109.7
M,I15,CP00,DE,2021-08,109.8
M,I15,CP00,DE,2021-09,110.1
M,I15,CP00,DE,2021-10,110.7
M,I15,CP00,DE,2021-11,111.0
M,I15,CP00,DE,2021-12,111.3
M,I15,CP00,DE,2022-01,112.3
M,I15,CP00,DE,2022-02,113.3
M,I15,CP00,DE,2022-03,116.1
M,I15,CP00,DE,2022-04,116.9
M,I15,CP00,DE,2022-05,118.2
M,I15,CP00,DE,2022-06,118.1
M,I15,CP00,DE,2022-07,119.0
M,I15,CP00,DE,2022-08,119.5
M,I15,CP00,DE,2022-09,122.1
M,I15,CP00,DE,2022-10,123.5
M,I15,CP00,DE,2022-11,123.5
M,I15,CP00,DE,2022-12,122.0
M,I15,CP00,DE,2023-01,122.6
M,I15,CP00,DE,2023-02,123.8
M,I15,CP00,DE,2023-03,125.1
M,I15,CP00,DE,2023-04,125.8
M,I15,CP00,DE,2023-05,125.6
M,I15,CP00,DE,2023-06,126.1
M,I15,CP00,DE,2023-07,126.7
M,I15,CP00,DE,2023-08,127.2
M,I15,CP00,DE,2023-09,127.4
M,I15,CP00,DE,2023-10,127.2
M,I15,CP00,DE,2023-11,126.3
M,I15,CP00,DE,2023-12,126.6
M,I15,CP00,DE,2024-01,126.4
M,I15,CP00,DE,2024-02,127.2
M,I15,CP00,DE,2024-03,128.0
M,I15,CP00,DE,2024-04,128.8
M,I15,CP00,DE,2024-05,129.1
M,I15,CP00,DE,2024-06,129.3
M,I15,CP00,DE,2024-07,130.0
M,I15,CP00,DE,2024-08,129.8
M,I15,CP00,DE,2024-09,129.7
M,I15,CP00,DE,2024-10,130.2
M,I15,CP00,DE,2024-11,129.3
M,I15,CP00,DE,2024-12,130.2
M,I15,CP00,DE,2025-01,129.9
M,I15,CP00,DE,2025-02,130.5
M,I15,CP00,DE,2025-03,131.0
M,I15,CP00,DE,2025-04,131.6
M,I15,CP00,DE,2025-05,131.8
M,I15,CP00,DE,2025-06,131.9
M,I15,CP00,DE,2025-07,132.4
M,I15,CP00,DE,2025-08,132.5
M,I15,CP00,DE,2025-09,132.8
M,I15,CP00,DE,2025-10,133.2
M,I15,CP00,DE,2025-11,132.6
M,I15,CP00,DE,2025-12,132.8
M,I15,CP01,DE,1996-01,75.7
M,I15,CP01,DE,1996-02,76.3
M,I15,CP01,DE,1996-03,76.7
M,I15,CP01,DE,1996-04,77.0
M,I15,CP01,DE,1996-05,76.8
M,I15,CP01,DE,1996-06,76.8
M,I15,CP01,DE,1996-07,76.7
M,I15,CP01,DE,1996-08,75.9
M,I15,CP01,DE,1996-09,75.3
M,I15,CP01,DE,1996-10,75.0
M,I15,CP01,DE,1996-11,75.0
M,I15,CP01,DE,1996-12,75.2
M,I15,CP01,DE,1997-01,76.6
M,I15,CP01,DE,1997-02,76.8
M,I15,CP01,DE,1997-03,76.5
M,I15,CP01,DE,1997-04,76.9
M,I15,CP01,DE,1997-05,77.6
M,I15,CP01,DE,1997-06,78.0
M,I15,CP01,DE,1997-07,77.6
M,I15,CP01,DE,1997-08,77.0
M,I15,CP01,DE,1997-09,76.9
M,I15,CP01,DE,1997-10,76.8
M,I15,CP01,DE,1997-11,77.0
M,I15,CP01,DE,1997-12,77.4
M,I15,CP01,DE,1998-01,78.2
M,I15,CP01,DE,1998-02,78.2
M,I15,CP01,DE,1998-03,77.9
M,I15,CP01,DE,1998-04,78.3
M,I15,CP01,DE,1998-05,78.8
M,I15,CP01,DE,1998-06,78.9
M,I15,CP01,DE,1998-07,78.3
M,I15,CP01,DE,1998-08,77.6
M,I15,CP01,DE,1998-09,77.2
M,I15,CP01,DE,1998-10,76.9
M,I15,CP01,DE,1998-11,77.0
M,I15,CP01,DE,1998-12,77.2
M,I15,CP01,DE,1999-01,77.9
M,I15,CP01,DE,1999-02,77.9
M,I15,CP01,DE,1999-03,77.8
M,I15,CP01,DE,1999-04,78.0
M,I15,CP01,DE,1999-05,78.0
M,I15,CP01,DE,1999-06,77.6
M,I15,CP01,DE,1999-07,76.9
M,I15,CP01,DE,1999-08,76.1
M,I15,CP01,DE,1999-09,75.7
M,I15,CP01,DE,1999-10,75.5
M,I15,CP01,DE,1999-11,75.7
M,I15,CP01,DE,1999-12,75.8
M,I15,CP01,DE,2000-01,76.6
M,I15,CP01,DE,2000-02,77.1
M,I15,CP01,DE,2000-03,76.5
M,I15,CP01,DE,2000-04,76.9
M,I15,CP01,DE,2000-05,77.2
M,I15,CP01,DE,2000-06,77.2
M,I15,CP01,DE,2000-07,76.9
M,I15,CP01,DE,2000-08,76.2
M,I15,CP01,DE,2000-09,75.9
M,I15,CP01,DE,2000-10,75.8
M,I15,CP01,DE,2000-11,76.2
M,I15,CP01,DE,2000-12,76.7
M,I15,CP01,DE,2001-01,77.9
M,I15,CP01,DE,2001-02,78.2
M,I15,CP01,DE,2001-03,78.9
M,I15,CP01,DE,2001-04,80.2
M,I15,CP01,DE,2001-05,81.6
M,I15,CP01,DE,2001-06,81.9
M,I15,CP01,DE,2001-07,81.4
M,I15,CP01,DE,2001-08,80.2
M,I15,CP01,DE,2001-09,80.0
M,I15,CP01,DE,2001-10,80.1
M,I15,CP01,DE,2001-11,79.6
M,I15,CP01,DE,2001-12,80.1
M,I15,CP01,DE,2002-01,82.4
M,I15,CP01,DE,2002-02,82.0
M,I15,CP01,DE,2002-03,81.8
M,I15,CP01,DE,2002-04,81.8
M,I15,CP01,DE,2002-05,81.7
M,I15,CP01,DE,2002-06,81.0
M,I15,CP01,DE,2002-07,80.5
M,I15,CP01,DE,2002-08,79.7
M,I15,CP01,DE,2002-09,79.6
M,I15,CP01,DE,2002-10,79.3
M,I15,CP01,DE,2002-11,79.0
M,I15,CP01,DE,2002-12,79.3
M,I15,CP01,DE,2003-01,80.1
M,I15,CP01,DE,2003-02,80.5
M,I15,CP01,DE,2003-03,80.8
M,I15,CP01,DE,2003-04,81.0
M,I15,CP01,DE,2003-05,81.0
M,I15,CP01,DE,2003-06,81.3
M,I15,CP01,DE,2003-07,80.8
M,I15,CP01,DE,2003-08,80.0
M,I15,CP01,DE,2003-09,80.3
M,I15,CP01,DE,2003-10,80.4
M,I15,CP01,DE,2003-11,80.2
M,I15,CP01,DE,2003-12,80.3
M,I15,CP01,DE,2004-01,81.1
M,I15,CP01,DE,2004-02,80.8
M,I15,CP01,DE,2004-03,80.6
M,I15,CP01,DE,2004-04,80.7
M,I15,CP01,DE,2004-05,80.9
M,I15,CP01,DE,2004-06,81.0
M,I15,CP01,DE,2004-07,80.5
M,I15,CP01,DE,2004-08,79.8
M,I15,CP01,DE,2004-09,79.3
M,I15,CP01,DE,2004-10,79.3
M,I15,CP01,DE,2004-11,79.2
M,I15,CP01,DE,2004-12,80.0
M,I15,CP01,DE,2005-01,80.3
M,I15,CP01,DE,2005-02,80.8
M,I15,CP01,DE,2005-03,81.1
M,I15,CP01,DE,2005-04,81.0
M,I15,CP01,DE,2005-05,81.4
M,I15,CP01,DE,2005-06,81.5
M,I15,CP01,DE,2005-07,80.8
M,I15,CP01,DE,2005-08,80.2
M,I15,CP01,DE,2005-09,80.1
M,I15,CP01,DE,2005-10,79.8
M,I15,CP01,DE,2005-11,80.0
M,I15,CP01,DE,2005-12,80.6
M,I15,CP01,DE,2006-01,81.4
M,I15,CP01,DE,2006-02,81.7
M,I15,CP01,DE,2006-03,81.6
M,I15,CP01,DE,2006-04,81.9
M,I15,CP01,DE,2006-05,82.6
M,I15,CP01,DE,2006-06,82.7
M,I15,CP01,DE,2006-07,82.5
M,I15,CP01,DE,2006-08,82.2
M,I15,CP01,DE,2006-09,82.5
M,I15,CP01,DE,2006-10,82.1
M,I15,CP01,DE,2006-11,82.3
M,I15,CP01,DE,2006-12,82.6
M,I15,CP01,DE,2007-01,83.5
M,I15,CP01,DE,2007-02,83.4
M,I15,CP01,DE,2007-03,83.2
M,I15,CP01,DE,2007-04,84.1
M,I15,CP01,DE,2007-05,84.0
M,I15,CP01,DE,2007-06,84.1
M,I15,CP01,DE,2007-07,84.0
M,I15,CP01,DE,2007-08,84.2
M,I15,CP01,DE,2007-09,84.5
M,I15,CP01,DE,2007-10,85.9
M,I15,CP01,DE,2007-11,86.8
M,I15,CP01,DE,2007-12,87.3
M,I15,CP01,DE,2008-01,88.5
M,I15,CP01,DE,2008-02,88.6
M,I15,CP01,DE,2008-03,89.1
M,I15,CP01,DE,2008-04,89.4
M,I15,CP01,DE,2008-05,89.4
M,I15,CP01,DE,2008-06,89.4
M,I15,CP01,DE,2008-07,89.6
M,I15,CP01,DE,2008-08,89.3
M,I15,CP01,DE,2008-09,89.1
M,I15,CP01,DE,2008-10,89.3
M,I15,CP01,DE,2008-11,88.5
M,I15,CP01,DE,2008-12,89.0
M,I15,CP01,DE,2009-01,89.4
M,I15,CP01,DE,2009-02,89.5
M,I15,CP01,DE,2009-03,89.0
M,I15,CP01,DE,2009-04,88.7
M,I15,CP01,DE,2009-05,88.3
M,I15,CP01,DE,2009-06,88.6
M,I15,CP01,DE,2009-07,87.6
M,I15,CP01,DE,2009-08,86.8
M,I15,CP01,DE,2009-09,86.6
M,I15,CP01,DE,2009-10,86.5
M,I15,CP01,DE,2009-11,86.8
M,I15,CP01,DE,2009-12,87.3
M,I15,CP01,DE,2010-01,88.2
M,I15,CP01,DE,2010-02,88.4
M,I15,CP01,DE,2010-03,89.2
M,I15,CP01,DE,2010-04,89.8
M,I15,CP01,DE,2010-05,89.2
M,I15,CP01,DE,2010-06,89.4
M,I15,CP01,DE,2010-07,89.5
M,I15,CP01,DE,2010-08,88.9
M,I15,CP01,DE,2010-09,88.9
M,I15,CP01,DE,2010-10,88.8
M,I15,CP01,DE,2010-11,89.5
M,I15,CP01,DE,2010-12,90.4
M,I15,CP01,DE,2011-01,90.8
M,I15,CP01,DE,2011-02,91.5
M,I15,CP01,DE,2011-03,91.7
M,I15,CP01,DE,2011-04,91.8
M,I15,CP01,DE,2011-05,92.2
M,I15,CP01,DE,2011-06,91.7
M,I15,CP01,DE,2011-07,91.7
M,I15,CP01,DE,2011-08,91.4
M,I15,CP01,DE,2011-09,91.8
M,I15,CP01,DE,2011-10,92.0
M,I15,CP01,DE,2011-11,92.3
M,I15,CP01,DE,2011-12,92.7
M,I15,CP01,DE,2012-01,93.7
M,I15,CP01,DE,2012-02,94.7
M,I15,CP01,DE,2012-03,95.1
M,I15,CP01,DE,2012-04,94.9
M,I15,CP01,DE,2012-05,94.6
M,I15,CP01,DE,2012-06,94.9
M,I15,CP01,DE,2012-07,94.3
M,I15,CP01,DE,2012-08,94.3
M,I15,CP01,DE,2012-09,94.3
M,I15,CP01,DE,2012-10,94.8
M,I15,CP01,DE,2012-11,95.8
M,I15,CP01,DE,2012-12,96.7
M,I15,CP01,DE,2013-01,97.4
M,I15,CP01,DE,2013-02,97.4
M,I15,CP01,DE,2013-03,98.2
M,I15,CP01,DE,2013-04,98.3
M,I15,CP01,DE,2013-05,99.1
M,I15,CP01,DE,2013-06,99.3
M,I15,CP01,DE,2013-07,99.1
M,I15,CP01,DE,2013-08,98.2
M,I15,CP01,DE,2013-09,98.0
M,I15,CP01,DE,2013-10,98.1
M,I15,CP01,DE,2013-11,98.3
M,I15,CP01,DE,2013-12,99.7
M,I15,CP01,DE,2014-01,100.4
M,I15,CP01,DE,2014-02,100.3
M,I15,CP01,DE,2014-03,99.9
M,I15,CP01,DE,2014-04,99.6
M,I15,CP01,DE,2014-05,99.3
M,I15,CP01,DE,2014-06,99.3
M,I15,CP01,DE,2014-07,99.3
M,I15,CP01,DE,2014-08,98.7
M,I15,CP01,DE,2014-09,98.9
M,I15,CP01,DE,2014-10,98.9
M,I15,CP01,DE,2014-11,98.6
M,I15,CP01,DE,2014-12,98.9
M,I15,CP01,DE,2015-01,99.3
M,I15,CP01,DE,2015-02,100.1
M,I15,CP01,DE,2015-03,100.0
M,I15,CP01,DE,2015-04,100.8
M,I15,CP01,DE,2015-05,100.7
M,I15,CP01,DE,2015-06,100.1
M,I15,CP01,DE,2015-07,99.5
M,I15,CP01,DE,2015-08,99.2
M,I15,CP01,DE,2015-09,99.7
M,I15,CP01,DE,2015-10,100.2
M,I15,CP01,DE,2015-11,100.3
M,I15,CP01,DE,2015-12,99.9
M,I15,CP01,DE,2016-01,100.1
M,I15,CP01,DE,2016-02,100.8
M,I15,CP01,DE,2016-03,101.3
M,I15,CP01,DE,2016-04,101.5
M,I15,CP01,DE,2016-05,100.9
M,I15,CP01,DE,2016-06,100.5
M,I15,CP01,DE,2016-07,100.8
M,I15,CP01,DE,2016-08,100.3
M,I15,CP01,DE,2016-09,100.5
M,I15,CP01,DE,2016-10,100.5
M,I15,CP01,DE,2016-11,101.6
M,I15,CP01,DE,2016-12,102.5
M,I15,CP01,DE,2017-01,103.3
M,I15,CP01,DE,2017-02,105.1
M,I15,CP01,DE,2017-03,103.5
M,I15,CP01,DE,2017-04,103.1
M,I15,CP01,DE,2017-05,103.1
M,I15,CP01,DE,2017-06,103.0
M,I15,CP01,DE,2017-07,103.2
M,I15,CP01,DE,2017-08,103.1
M,I15,CP01,DE,2017-09,103.6
M,I15,CP01,DE,2017-10,104.3
M,I15,CP01,DE,2017-11,104.5
M,I15,CP01,DE,2017-12,105.3
M,I15,CP01,DE,2018-01,106.2
M,I15,CP01,DE,2018-02,106.1
M,I15,CP01,DE,2018-03,106.3
M,I15,CP01,DE,2018-04,106.3
M,I15,CP01,DE,2018-05,106.5
M,I15,CP01,DE,2018-06,106.2
M,I15,CP01,DE,2018-07,105.8
M,I15,CP01,DE,2018-08,105.6
M,I15,CP01,DE,2018-09,106.4
M,I15,CP01,DE,2018-10,106.3
M,I15,CP01,DE,2018-11,106.2
M,I15,CP01,DE,2018-12,106.3
M,I15,CP01,DE,2019-01,106.8
M,I15,CP01,DE,2019-02,107.4
M,I15,CP01,DE,2019-03,106.9
M,I15,CP01,DE,2019-04,106.9
M,I15,CP01,DE,2019-05,107.3
M,I15,CP01,DE,2019-06,107.4
M,I15,CP01,DE,2019-07,107.8
M,I15,CP01,DE,2019-08,107.9
M,I15,CP01,DE,2019-09,107.8
M,I15,CP01,DE,2019-10,107.4
M,I15,CP01,DE,2019-11,107.9
M,I15,CP01,DE,2019-12,108.4
M,I15,CP01,DE,2020-01,109.5
M,I15,CP01,DE,2020-02,110.9
M,I15,CP01,DE,2020-03,110.7
M,I15,CP01,DE,2020-04,111.8
M,I15,CP01,DE,2020-05,111.9
M,I15,CP01,DE,2020-06,111.8
M,I15,CP01,DE,2020-07,108.8
M,I15,CP01,DE,2020-08,108.6
M,I15,CP01,DE,2020-09,108.3
M,I15,CP01,DE,2020-10,108.8
M,I15,CP01,DE,2020-11,109.2
M,I15,CP01,DE,2020-12,108.8
M,I15,CP01,DE,2021-01,111.6
M,I15,CP01,DE,2021-02,112.4
M,I15,CP01,DE,2021-03,112.4
M,I15,CP01,DE,2021-04,113.8
M,I15,CP01,DE,2021-05,113.4
