geo,date,I_official,I_recon,diff,abs_diff
NL,2000-10-01,75.58,75.57591209423734,-0.004087905762659716,0.004087905762659716
NL,2000-11-01,75.51,75.53896909466042,0.028969094660411088,0.028969094660411088
NL,2000-12-01,75.17,75.16517989161316,-0.004820108386837774,0.004820108386837774
NL,2001-01-01,76.21,76.21337116007794,0.003371160077946911,0.003371160077946911
NL,2001-02-01,76.89,76.89706081817359,0.0070608181735849485,0.0070608181735849485
NL,2001-03-01,77.77,77.7790636881001,0.009063688100098943,0.009063688100098943
NL,2001-04-01,78.37,78.37726110312151,0.007261103121507517,0.007261103121507517
NL,2001-05-01,78.63,78.63493001376926,0.004930013769268271,0.004930013769268271
NL,2001-06-01,78.34,78.34520282244674,0.005202822446733535,0.005202822446733535
NL,2001-07-01,78.29,78.2993218709176,0.009321870917588626,0.009321870917588626
NL,2001-08-01,78.51,78.5120274560329,0.0020274560328914504,0.0020274560328914504
NL,2001-09-01,79.33,79.33785225882639,0.007852258826389402,0.007852258826389402
NL,2001-10-01,79.36,79.3630350088679,0.0030350088678972043,0.0030350088678972043
NL,2001-11-01,79.14,79.1484385069714,0.008438506971401694,0.008438506971401694
NL,2001-12-01,79.04,79.04420825625895,0.004208256258948495,0.004208256258948495
NL,2002-01-01,79.91,79.91548609071884,0.005486090718846981,0.005486090718846981
NL,2002-02-01,80.32,80.3222162193491,0.002216219349108428,0.002216219349108428
NL,2002-03-01,81.17,81.16948652279898,-0.0005134772010251254,0.0005134772010251254
NL,2002-04-01,81.68,81.6884988494922,0.008498849492198701,0.008498849492198701
NL,2002-05-01,81.6,81.59866882287474,-0.0013311771252517701,0.0013311771252517701
NL,2002-06-01,81.31,81.31929165882492,0.009291658824921,0.009291658824921
NL,2002-07-01,81.22,81.21897402308602,-0.0010259769139793207,0.0010259769139793207
NL,2002-08-01,81.38,81.38195774252753,0.0019577425275372207,0.0019577425275372207
NL,2002-09-01,82.17,82.17793069193361,0.007930691933609069,0.007930691933609069
